Complaint_ID,Tax_ID,Board_Discipline_Recommendation,Officer_is_APU,Officer_Penalty
202300465,960086,Substantiated (Command Discipline B),No,No penalty
201202321,936518,,Yes,Instructions
201901491,961712,,No,Command Discipline - A
201409498,917037,,No,Command Discipline - A
200202588,882985,,No,Retired
201205719,931162,,Yes,No penalty
202202798,964778,Substantiated (Command Discipline A),No,Command Discipline - A
202206144,966116,Substantiated (Command Discipline A),Yes,APU - Decision Pending
202107299,969156,Substantiated (Charges),Yes,
202002571,938148,Substantiated (Charges),Yes,
202208850,941282,Substantiated (Command Discipline A),No,No penalty
202400167,967774,Substantiated (Command Discipline A),No,Command Discipline - A
201807050,964532,,No,Command Discipline - A
202003620,939646,Substantiated (Command Discipline A),No,No penalty
202407223,948105,Substantiated (Command Discipline B),No,No penalty
202105330,947398,Substantiated (Command Discipline A),No,Command Discipline - A
201203271,935119,,Yes,No penalty
202107861,964092,Substantiated (Charges),Yes,Forfeit vacation 1 days
201804757,946303,,No,Instructions
202304281,962864,Substantiated (Formalized Training),No,Formalized Training
201506307,923447,,No,Formalized Training / Instructions
202306084,971586,Substantiated (Charges),Yes,Forfeit vacation 1 days
202003799,948524,Substantiated (Charges),Yes,APU - Decision Pending
201307413,936162,,Yes,Forfeit vacation 7 days
201509382,940843,,No,No penalty
202102423,949289,Substantiated (Formalized Training),No,Formalized Training
201601121,955099,,No,Formalized Training
202402234,952873,Substantiated (Command Discipline B),No,
202002387,957510,Substantiated (Command Discipline B),No,No penalty
202401639,965072,Substantiated (Charges),Yes,APU - Decision Pending
202311383,972818,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 0.50 days)
202303222,954509,Substantiated (Charges),Yes,APU - Decision Pending
200905315,913793,,No,Vacation: 30 days
201202667,924903,,Yes,Reprimand
201608875,934466,,No,Formalized Training
202310198,970985,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 3 days)
201302310,948912,,No,Instructions
201704607,956597,,No,Formalized Training
200404693,905296,,No,Instructions
202308559,973142,Substantiated (Charges),Yes,APU - Decision Pending
201908912,941282,,No,Formalized Training
202103114,966766,Substantiated (Charges),Yes,
202305763,967999,Substantiated (Command Discipline A),No,Command Discipline - A
202106630,957066,Substantiated (Command Discipline B),No,No penalty
201506414,950939,,No,Formalized Training
200003842,891618,,No,
200810322,938182,,No,Command Discipline - B
202405171,966828,Substantiated (Command Discipline A),No,
201501679,945745,,No,Command Level Instructions
202308232,968213,Substantiated (Command Discipline B),No,No penalty
202308389,959103,Substantiated (Charges),Yes,APU - Decision Pending
201304641,923106,,Yes,Formalized Training
202106847,942166,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 0.38 days)
200500537,916595,,No,Instructions
200410515,903980,,No,Vacation: 16 days
200504839,925839,,No,Instructions
202003636,961483,Substantiated (Command Discipline A),No,Command Discipline - A
200717220,935446,,No,Instructions
200818451,931946,,No,Command Discipline - B
202002974,944312,Substantiated (Command Discipline A),No,No penalty
200400984,896795,,No,Instructions
202202821,968002,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 5 days)
202004976,934052,Substantiated (Charges),Yes,Forfeit vacation 8 days / Command Discipline B
202208516,957956,Substantiated (Command Discipline B),No,No penalty
201405549,950627,,No,Formalized Training
202002052,960316,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 1 day)
202208599,969773,Substantiated (Command Discipline A),No,Command Discipline - A
202309984,969892,Substantiated (Command Discipline B),No,Command Discipline - B
202101545,969149,Substantiated (Charges),Yes,APU - Decision Pending
201015443,900233,,No,Command Discipline - B
200600094,907050,,No,No penalty
201900230,944130,,No,Command Discipline - A
202304010,949733,Substantiated (Command Discipline A),No,No penalty
202302018,964715,Substantiated (Command Discipline A),No,
200506587,934115,,No,Instructions
200911720,921070,,No,Instructions
200201894,892375,,No,Command Discipline - B
202206488,951985,Substantiated (Command Discipline A),No,Command Discipline - A
202205427,940773,Substantiated (Charges),Yes,APU - Decision Pending
202208404,968404,Substantiated (Command Discipline A),No,
202304195,964719,Substantiated (Command Discipline B),No,No penalty
202100465,967387,Substantiated (Charges),Yes,Forfeit vacation 10 days
202301515,972299,Substantiated (Command Discipline A),No,No penalty
202203447,964853,Substantiated (Command Discipline A),No,Command Discipline - A
201113788,938145,,No,No penalty
200514641,918138,,No,No penalty
202106546,950797,Substantiated (Charges),Yes,Forfeit vacation 3 days / Command Discipline A
200309221,899581,,No,Instructions
201900958,961712,,No,Instructions
202206331,961744,Substantiated (Formalized Training),No,No penalty
200306871,892150,,No,No penalty
202310094,956706,Substantiated (Command Discipline A),No,Command Discipline - A
202107673,947029,Substantiated (Formalized Training),No,Formalized Training
201302335,948314,,Yes,Forfeit vacation 10 days
200901145,929087,,No,Instructions
201001607,934833,,No,No penalty
202203633,916969,Substantiated (Command Discipline A),No,Command Discipline - A
201500694,951552,,No,No penalty
202105932,959562,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 0.25 days)
201301007,946459,,No,No penalty
202203471,955886,Substantiated (Command Discipline A),No,Command Discipline - A
201904815,953978,,No,Formalized Training
201908374,959227,,No,Formalized Training
200308623,931497,,No,No penalty
202003851,966238,,No,Command Discipline - A
200306725,914281,,No,Instructions
200602910,929296,,No,Instructions
202301403,947065,Substantiated (Command Discipline A),No,No penalty
202208805,963987,Substantiated (Command Discipline A),No,No penalty
201605977,954354,,No,Formalized Training
202206614,971854,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 1 day)
202303889,965791,Substantiated (Charges),Yes,APU - Decision Pending
201909573,959246,Substantiated (Charges),Yes,
202204353,963030,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 3 days)
200107308,850291,,No,
201510485,918548,,No,No penalty
202309791,971816,Substantiated (Formalized Training),No,Formalized Training
202301145,948967,Substantiated (Command Discipline A),No,No penalty
201504669,941398,,No,Command Discipline - A
201505883,923335,,No,Formalized Training
201806701,963285,,No,Instructions
200007217,906205,,No,Vacation: 10 days
200207965,924779,,No,Command Discipline - A
202207884,967758,Substantiated (Command Discipline A),No,Command Discipline - A
200204986,916903,,No,Command Discipline - A
202204834,968435,Substantiated (Command Discipline A),No,No penalty
202308790,971382,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 2 days)
201909547,957404,Substantiated (Charges),Yes,
202107288,958404,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 1 day)
200308319,889451,,No,Instructions
202400740,961670,Substantiated (Formalized Training),No,Formalized Training
201105441,907213,,No,No penalty
201600151,956025,,No,Formalized Training
202302297,945876,Substantiated (Command Discipline B),No,No penalty
201903391,932298,,No,Command Discipline - A
200206974,886962,,No,Instructions
201908117,963904,Substantiated (Charges),Yes,
201806935,950462,,No,Formalized Training
202107397,958125,Substantiated (Formalized Training),No,Formalized Training
201115592,918736,,No,Instructions
200307883,902412,,No,
200302209,903191,,No,Resigned
202104779,947985,Substantiated (Charges),Yes,Formalized Training
202206667,942297,Substantiated (Charges),Yes,APU - Decision Pending
200411638,927456,,No,Instructions
200106915,920314,,No,Instructions
202004110,968548,,No,Command Discipline - A (Vacation: 1 day)
200007099,908249,,No,
202401012,971284,Substantiated (Charges),Yes,APU - Decision Pending
200304111,916435,,No,Vacation: 10 days
200404633,874530,,No,
200401204,904422,,No,Vacation: 10 days
200918246,939263,,No,No penalty
202106608,938221,Substantiated (Command Discipline B),No,No penalty
200504637,930165,,No,Instructions
202004010,959847,Substantiated (Command Discipline B),No,No penalty
200502507,923631,,No,Instructions
202103998,967497,Substantiated (Command Discipline B),No,No penalty
202105963,935978,Substantiated (Charges),Yes,Forfeit vacation 6 days / Command Discipline B
202208107,950064,Substantiated (Command Discipline A),No,
201601192,912130,,No,Command Level Instructions
201900058,959021,,No,Command Discipline - A
202201383,960171,Substantiated (Command Discipline B),Yes,Forfeit vacation 3 days / Command Discipline A
202005664,954279,Substantiated (Charges),Yes,
200309812,918155,,No,Command Discipline - A
202002500,961613,Substantiated (Command Discipline A),No,
202404797,976308,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 1 day)
201210360,920717,,Yes,Formalized Training / Reprimand
201607047,951059,,No,Formalized Training
201507137,925428,,No,Command Discipline - A
202304448,950540,Substantiated (Charges),Yes,
201808958,930757,,No,Formalized Training
200202330,887405,,No,No penalty
202106172,969687,Substantiated (Charges),Yes,
201801373,962082,,No,Resigned
202202511,972221,Substantiated (Formalized Training),No,Closed Administratively (Instructions)
200103989,895977,,No,Command Discipline - A
201800605,955874,,No,Suspension: 30 days / Vacation: 25 days / Dismissal Probation 360 days
200101893,912704,,No,
202200726,952297,Substantiated (Command Discipline B),No,No penalty
201206313,928455,,Yes,
202402450,966266,Substantiated (Formalized Training),No,
201505315,946057,,Yes,Forfeit vacation 5 days
201510852,954282,,No,Command Discipline - A
201705352,957619,,Yes,
201801900,959503,,No,Instructions
201607855,957344,,No,Formalized Training
202107337,957337,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 1 day)
200913776,940094,,No,Instructions
202205991,936047,Substantiated (Command Discipline B),Yes,Formalized Training
201908001,958502,,No,Instructions
202106877,971425,Substantiated (Formalized Training),No,Formalized Training
202207312,944499,Substantiated (Command Discipline A),No,Command Discipline - A
202307786,965926,Substantiated (Command Discipline A),No,No penalty
202207963,952318,Substantiated (Charges),Yes,
202302527,968855,Substantiated (Command Discipline A),No,No penalty
202207428,964865,Substantiated (Command Discipline B),No,No penalty
201906886,962389,Substantiated (Charges),Yes,Forfeit vacation 5 days / Command Discipline A
200915730,940338,,No,Instructions
200101204,901846,,No,
201707372,944907,,No,Instructions
202300350,954922,Substantiated (Charges),Yes,Forfeit vacation 5 days
201807283,944211,,No,No penalty
200609846,928397,,No,Command Discipline - A
202400649,973633,Substantiated (Command Discipline A),No,Command Discipline - A
202204475,963030,Substantiated (Charges),Yes,APU - Decision Pending
200910968,904979,,No,No penalty
202404735,940931,Substantiated (Formalized Training),No,
202106888,952415,Substantiated (Command Discipline A),No,No penalty
202300458,937421,Substantiated (Charges),Yes,APU - Decision Pending
202300493,971693,Substantiated (Charges),Yes,
202400043,948951,Substantiated (Formalized Training),No,
200606906,931117,,No,
200506992,913758,,No,Instructions
201607965,906542,,No,Command Discipline - A
200804802,942874,,No,Instructions
202303191,954367,Substantiated (Command Discipline A),No,No penalty
200305011,910416,,No,Instructions
201903423,955988,,No,Command Discipline - A
202405812,943835,Substantiated (Formalized Training),No,
200206117,896624,,No,Vacation: 7 days
200102296,892278,,No,
201212679,951259,,Yes,
200810404,914032,,No,Vacation: 15 days
202304327,968865,Substantiated (Charges),Yes,APU - Decision Pending
201309919,911453,,No,No penalty
200108017,911226,,No,Command Discipline - B
202408317,969154,Substantiated (Command Discipline A),No,
202400315,957226,Substantiated (Charges),Yes,APU - Decision Pending
201905740,964514,,No,Formalized Training
202207155,941835,Substantiated (Command Discipline A),No,No penalty
201603094,957675,,No,No penalty
200709264,931484,,No,Command Discipline - A / Instructions
200205781,894359,,No,Vacation: 15 days
200302107,898702,,No,No penalty
202305680,969210,Substantiated (Command Discipline A),No,No penalty
202202614,940131,Substantiated (Charges),Yes,APU - Decision Pending
202311410,946681,Substantiated (Command Discipline A),No,Command Discipline - A
202204516,948661,Substantiated (Formalized Training),No,Formalized Training
202206737,963030,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 1 day)
201803335,953149,,No,Formalized Training
202306024,953326,Substantiated (Charges),Yes,APU - Decision Pending
200007675,879871,,No,
202200891,934337,Substantiated (Formalized Training),No,Formalized Training
201400254,945224,,Yes,Forfeit vacation 10 days
202000291,953978,Substantiated (Command Discipline A),No,Command Discipline - A
202105697,970667,Substantiated (Command Discipline A),No,Command Discipline - A
200005985,883558,,No,
202311676,966920,Substantiated (Command Discipline B),No,Command Discipline - B
202104133,965275,Substantiated (Command Discipline B),No,No penalty
201307815,936162,,Yes,Forfeit vacation 7 days
201201670,945663,,Yes,Forfeit vacation 2 days
202300950,955319,Substantiated (Charges),Yes,APU - Decision Pending
202102294,942766,Substantiated (Charges),Yes,APU - Decision Pending
200813402,932544,,No,Vacation: 15 days
201604526,926498,,No,No penalty
200000991,916348,,No,
200203778,899425,,No,No penalty
202401640,972679,Substantiated (Charges),Yes,APU - Decision Pending
202101390,937315,Substantiated (Formalized Training),No,Formalized Training
200102814,895859,,No,
202000924,959455,Substantiated (Command Discipline B),No,No penalty
202401930,960744,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 0.50 days)
201201695,940565,,Yes,
202008465,954175,Substantiated (Command Discipline B),No,
201116175,929442,,No,Instructions
200301734,925408,,No,Vacation: 25 days / Suspension: 15 days
202405032,954455,Substantiated (Charges),Yes,APU - Decision Pending
202403261,956002,Substantiated (Charges),Yes,APU - Decision Pending
202001807,953046,Substantiated (Command Discipline A),No,Command Discipline - A
202008169,954354,Substantiated (Command Discipline A),No,No penalty
200511684,922317,,No,No penalty
200300115,903328,,No,No penalty
200102592,884418,,No,
202309712,966227,Substantiated (Command Discipline A),No,Command Discipline - A
201804938,920558,,Yes,Forfeit vacation 6 days
200302660,918477,,No,Command Discipline - A
202101119,953824,Substantiated (Command Discipline B),No,Command Discipline - A (Vacation: 1 day)
202306511,968628,Substantiated (Charges),Yes,Command Discipline B 3 days
200909919,947098,,No,Instructions
201507105,900482,,No,Formalized Training
201311645,942286,,No,Formalized Training
202402300,959671,Substantiated (Charges),Yes,APU - Decision Pending
200403608,903453,,No,Instructions
201903523,961171,,No,Instructions
202403108,957464,Substantiated (Charges),Yes,APU - Decision Pending
201002346,935713,,No,Command Discipline - B
202101557,960316,Substantiated (Command Discipline B),No,No penalty
200106568,880060,,No,No penalty
202311929,929740,Substantiated (Command Discipline A),No,Command Discipline - A
202001322,942016,Substantiated (Formalized Training),No,Formalized Training
202202269,956539,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 0.25 days)
202403028,956424,Substantiated (Command Discipline A),No,
200703011,933259,,No,No penalty
201705224,937372,,Yes,Forfeit vacation 5 days
200611634,926045,,No,Instructions
202305084,953509,Substantiated (Command Discipline A),No,No penalty
202007642,963185,Substantiated (Command Discipline B),No,No penalty
202303956,970299,Substantiated (Formalized Training),No,No penalty
201901352,956340,,No,Resigned
202208341,957622,Substantiated (Command Discipline A),No,Command Discipline - A
200100862,901082,,No,
202004586,954490,Substantiated (Command Discipline B),No,Command Discipline - A (Vacation: 3 days)
202400975,969194,Substantiated (Charges),Yes,APU - Decision Pending
200002790,919278,,No,
201905329,949998,Substantiated (Charges),Yes,APU - Decision Pending
201710653,957440,,No,Formalized Training
201506032,955137,,Yes,Forfeit vacation 10 days
200200186,922584,,No,Command Discipline - A
202401688,964160,Substantiated (Charges),Yes,APU - Decision Pending
202400819,955942,Substantiated (Command Discipline A),No,Command Discipline - A
200305522,927241,,No,Command Discipline - B
202303584,968721,Substantiated (Charges),Yes,APU - Decision Pending
201404880,931010,,No,Formalized Training
202004183,955377,Substantiated (Charges),Yes,Forfeit vacation 10 days
202107517,957315,Substantiated (Command Discipline A),No,No penalty
202202987,935245,Substantiated (Formalized Training),No,
201301299,921094,,No,No penalty
202204681,965032,Substantiated (Command Discipline A),No,No penalty
201805255,932921,,No,Command Discipline - B
200304644,886465,,No,No penalty
200917093,906713,,No,Instructions
201504513,950047,,No,Command Discipline - A
201207550,935198,,Yes,Forfeit vacation 3 days
200304450,926220,,No,Command Discipline - A
202302015,963257,Substantiated (Command Discipline A),No,No penalty
201610558,951877,,No,Formalized Training
200901903,903537,,No,Command Discipline - B
202003245,946848,Substantiated (Charges),Yes,
202400975,966036,Substantiated (Charges),Yes,APU - Decision Pending
202002851,929225,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 8 days)
200919247,913377,,No,Instructions
201908117,965004,Substantiated (Command Discipline A),No,No penalty
200305388,910816,,No,
201805943,925839,,Yes,Dismissal Probation
201102910,925113,,No,No penalty
202107006,967446,Substantiated (Command Discipline A),No,
202007459,939693,Substantiated (Charges),Yes,
200515299,937743,,No,No penalty
201602469,951232,,No,Command Discipline - A
200500807,914041,,No,Instructions
201403703,947149,,Yes,
202402260,968379,Substantiated (Charges),Yes,APU - Decision Pending
202302114,962457,Substantiated (Formalized Training),No,No penalty
200814663,940949,,No,Instructions
200106684,912946,,No,Vacation: 10 days
202105462,959303,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 5 days)
202405851,962951,Substantiated (Formalized Training),No,
201701267,959968,,No,Command Discipline - B
200204440,879760,,No,
200105076,908236,,No,
202304964,972007,Substantiated (Command Discipline B),No,
200310204,918001,,No,Instructions
201407556,948160,,Yes,
200203623,904094,,No,Command Discipline - A
200502181,894518,,No,Instructions
200804346,929706,,No,Vacation: 5 days
200510488,933626,,No,No penalty
202008242,965122,Substantiated (Command Discipline A),No,No penalty
202301503,945105,Substantiated (Charges),Yes,APU - Decision Pending
202201964,963410,Substantiated (Command Discipline A),No,Command Discipline - A
202103469,939030,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 5 days)
202006823,965530,Substantiated (Command Discipline A),No,Resigned
202301086,957452,Substantiated (Charges),Yes,APU - Decision Pending
200501851,913540,,No,Instructions
202205146,937726,Substantiated (Charges),Yes,APU - Decision Pending
202307427,967595,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 3 days)
201908527,947084,,No,Command Discipline - A
201902915,955622,,No,Command Discipline - B
201604699,950261,,No,No penalty
200510952,918160,,No,No penalty
202302170,973123,Substantiated (Formalized Training),No,No penalty
201908117,933762,Substantiated (Charges),Yes,
201213514,923913,,No,Instructions
201902117,952394,,No,Formalized Training
201802044,945153,,No,No penalty
202400649,975038,Substantiated (Command Discipline A),No,Command Discipline - A
201703660,960796,,No,Formalized Training
201112644,877323,,Yes,Command Discipline - B
200614018,926086,,No,
202001754,964169,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 5 days)
200803554,934443,,No,Vacation: 30 days
202202178,938221,Substantiated (Charges),Yes,APU - Decision Pending
202307071,950009,Substantiated (Formalized Training),No,Formalized Training
200006463,891153,,No,
200715399,940403,,No,Instructions
201100754,940470,,No,Instructions
201104937,921113,,No,Instructions
202202933,972741,Substantiated (Formalized Training),No,
202106081,956863,Substantiated (Charges),Yes,Forfeit vacation 13 days
201602039,928280,,No,Formalized Training
201011266,948001,,No,Instructions
202205226,941319,Substantiated (Command Discipline A),No,Command Discipline - A
201601869,950514,,No,Formalized Training
202403906,967945,Substantiated (Charges),Yes,APU - Decision Pending
201710512,952103,,No,Instructions
202202769,966574,Substantiated (Command Discipline A),No,No penalty
200201107,897754,,No,
200403477,922682,,No,Instructions
202106456,966284,Substantiated (Charges),Yes,Forfeit vacation 2 days / Command Discipline A
202203719,961670,Substantiated (Charges),Yes,Forfeit vacation 6 days / Command Discipline B
202200476,965219,Substantiated (Charges),Yes,
202204825,953058,Substantiated (Command Discipline A),No,
202404623,961367,Substantiated (Command Discipline A),No,
202307281,964000,Substantiated (Command Discipline A),No,No penalty
202306024,972678,Substantiated (Command Discipline A),No,No penalty
202304158,967863,Substantiated (Charges),Yes,APU - Decision Pending
201808980,953582,,No,Instructions
202007667,961793,Substantiated (Charges),Yes,
200903548,947492,,No,No penalty
200718670,928934,,No,Command Discipline - B
202102904,965537,Substantiated (Command Discipline A),No,Resigned
202302631,956272,Substantiated (Command Discipline A),No,No penalty
202101782,968294,Substantiated (Command Discipline B),No,
201502957,915783,,Yes,Forfeit vacation 10 days
202100704,968323,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 0.25 days)
200709473,942768,,No,Command Discipline - B
201702803,962109,,No,Instructions
201704022,956170,,No,Command Discipline - A
200610819,922277,,No,
201600770,946526,,No,Formalized Training
201509097,952159,,No,No penalty
202400612,975703,Substantiated (Formalized Training),No,
200307953,873309,,No,Command Discipline - A
202203727,933511,Substantiated (Charges),Yes,
201701267,952913,,No,Command Discipline - B
201908170,942907,,Yes,Dismissal Probation 365 days / Suspension 20 days
201604699,945645,,No,No penalty
201307074,939495,,No,Instructions
201801786,950939,,No,Closed Administratively (No penalty reported)
202310971,939746,Substantiated (Charges),Yes,
202305728,966577,Substantiated (Charges),Yes,APU - Decision Pending
200305249,919279,,No,Instructions
202307040,948500,Substantiated (Formalized Training),No,
202000753,966663,Substantiated (Command Discipline A),No,No penalty
201111900,943089,,No,Instructions
201503326,950154,,No,Command Discipline - A
202204669,954551,Substantiated (Charges),Yes,APU - Decision Pending
201604265,942502,,No,Formalized Training
202007510,937408,Substantiated (Charges),Yes,Forfeit vacation 10 days
200918902,929351,,No,Instructions
202002825,958262,Substantiated (Command Discipline B),No,No penalty
202207839,941203,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 5 days)
200203460,924962,,No,Command Discipline - B
201111853,928606,,No,No penalty
200301705,896138,,No,Vacation: 5 days
202103942,948411,Substantiated (Command Discipline B),No,No penalty
202208298,955123,Substantiated (Command Discipline B),No,No penalty
200908337,942071,,No,No penalty
201808991,946752,,No,Formalized Training
202303619,969092,Substantiated (Charges),Yes,
202003055,945645,Substantiated (Command Discipline B),No,No penalty
202207234,967834,Substantiated (Command Discipline A),No,No penalty
200812650,944175,,No,Command Discipline - B
202202293,945934,Substantiated (Command Discipline B),No,No penalty
202300644,965752,Substantiated (Charges),Yes,APU - Decision Pending
200400870,928790,,No,
202311358,965826,Substantiated (Command Discipline A),No,Command Discipline - A
200007217,894264,,No,Vacation: 10 days
201210151,924735,,Yes,Formalized Training
202007649,948517,Substantiated (Command Discipline A),No,No penalty
201902222,960275,,Yes,
202312117,965405,Substantiated (Charges),Yes,APU - Decision Pending
202008000,953536,Substantiated (Charges),Yes,APU - Decision Pending
202001717,964266,Substantiated (Formalized Training),No,Formalized Training
200818332,945658,,No,
202302703,937211,Substantiated (Charges),Yes,Forfeit vacation 10 days / Command Discipline B
200515475,877266,,No,Instructions
202102131,955642,Substantiated (Command Discipline A),No,Command Discipline - A
200705829,904170,,No,Instructions
202200879,919618,Substantiated (Command Discipline B),No,Retired
201901925,940773,,No,Formalized Training
200912543,894586,,No,Instructions
202300927,967391,Substantiated (Command Discipline A),No,No penalty
200503310,933211,,No,Instructions
201510229,936219,,No,No penalty
201709676,952781,,No,Instructions
202306884,968613,Substantiated (Command Discipline A),No,No penalty
201102146,919302,,No,No penalty
202310215,966698,Substantiated (Charges),Yes,APU - Decision Pending
202100297,966537,Substantiated (Command Discipline A),No,Command Discipline - A
201909742,918874,Substantiated (Command Discipline A),No,No penalty
202004031,966559,Substantiated (Command Discipline B),No,No penalty
201404787,904015,,No,Command Discipline - A
201909948,950241,Substantiated (Charges),Yes,Dismissed
200711784,895928,,No,Command Discipline - B
202203510,946506,Substantiated (Charges),Yes,Forfeit vacation 1 days
202300828,956224,Substantiated (Command Discipline A),No,No penalty
200200187,900301,,No,Vacation: 20 days
200712883,940973,,No,No penalty
201213991,936175,,No,Command Discipline - A
201210869,946396,,Yes,Forfeit vacation 3 days
202402608,972526,Substantiated (Command Discipline A),No,
202000032,934891,Substantiated (Formalized Training),No,Formalized Training
202400926,962225,Substantiated (Charges),Yes,APU - Decision Pending
202404519,963428,Substantiated (Charges),Yes,APU - Decision Pending
200301779,891799,,No,Instructions
200307711,894235,,No,No penalty
202309456,969772,Substantiated (Command Discipline A),No,Command Discipline - A
202201283,966101,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 1 day)
202003368,965730,Substantiated (Charges),Yes,
201808410,933325,,No,Command Discipline - A
201201008,921839,,Yes,No penalty
200406444,891150,,No,Instructions
202304096,940982,Substantiated (Command Discipline A),No,No penalty
200000036,886063,,No,
200804681,935878,,No,
202106674,951195,Substantiated (Charges),Yes,
201504152,951091,,No,Formalized Training
202403231,973820,Substantiated (Command Discipline B),No,
200100194,919209,,No,
200610470,926482,,No,Command Discipline - B
200304866,925103,,No,No penalty
201115549,923843,,No,Instructions
202208611,972612,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 2 days)
201700136,945512,,Yes,
200308189,901251,,No,No penalty
200407075,907028,,No,Instructions
202307047,946659,Substantiated (Command Discipline A),No,No penalty
201803342,953299,,Yes,
200616689,937906,,No,No penalty
202206973,955499,Substantiated (Charges),Yes,APU - Decision Pending
201003271,924643,,No,No penalty
202401500,974644,Substantiated (Charges),Yes,APU - Decision Pending
201400771,927135,,No,
200700880,937671,,No,Command Discipline - B
201412790,929566,,No,
200815749,913932,,No,No penalty
202202528,966082,Substantiated (Formalized Training),No,Formalized Training
200206466,899127,,No,No penalty
202208355,952065,Substantiated (Command Discipline A),No,No penalty
201103220,937618,,No,Instructions
201908053,929913,,No,Retired
202204530,921687,Substantiated (Command Discipline A),No,Command Discipline - A
202202524,966437,Substantiated (Command Discipline A),No,Command Discipline - A
200201502,904301,,No,Vacation: 5 days
201904736,962545,,No,Resigned
202105563,965843,Substantiated (Command Discipline A),No,Resigned
200006530,915461,,No,
201700425,953977,,No,Formalized Training
202303046,928984,Substantiated (Command Discipline A),No,No penalty
202306470,972699,Substantiated (Charges),Yes,APU - Decision Pending
201507102,955736,,No,Formalized Training
200200289,890891,,No,Instructions
200403322,913481,,No,Instructions
201804276,960555,,No,Formalized Training
202106409,949174,Substantiated (Command Discipline A),No,No penalty
201610409,944480,,No,Command Discipline - A
201201700,948717,,Yes,Forfeit vacation 3 days
200609687,932777,,No,Command Discipline - A
200901351,945848,,No,Instructions
201507631,923399,,No,Formalized Training
201810050,960466,,No,Formalized Training
202306046,942657,Substantiated (Command Discipline A),No,No penalty
201901603,945001,,No,Instructions
202300949,964695,Substantiated (Command Discipline A),No,No penalty
201505478,948713,,No,Formalized Training
202102984,963385,Substantiated (Charges),Yes,Forfeit vacation 5 days / Command Discipline A
202005066,962127,Substantiated (Command Discipline A),No,Command Discipline - A
202206631,957002,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 5 days)
202303461,965413,Substantiated (Command Discipline A),No,No penalty
202309963,957134,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 1 day)
201606975,946459,,No,Command Level Instructions
201710512,959510,,No,Instructions
201900335,956069,,No,Instructions
202208201,971991,Substantiated (Charges),Yes,Forfeit vacation 3 days
202003482,940777,Substantiated (Charges),Yes,
200002499,908919,,No,
200300773,889020,,No,No penalty
200205333,884613,,No,Command Discipline - A
201905380,957394,,No,Formalized Training
202200051,960838,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 2 days)
202310708,967335,Substantiated (Charges),Yes,APU - Decision Pending
202401079,973074,Substantiated (Charges),Yes,Command Discipline A 1 days
201810125,964005,,No,Instructions
201406762,949991,,No,Formalized Training
200201167,903575,,No,No penalty
201509459,943089,,No,
202006163,961042,Substantiated (Command Discipline A),No,No penalty
201911107,934370,Substantiated (Formalized Training),No,No penalty
201902971,939991,,No,Instructions
202304472,968108,Substantiated (Command Discipline A),No,No penalty
200302070,892523,,No,Command Discipline - A
201908488,955709,,No,Instructions
201900620,951337,,No,Instructions
201908495,931734,Substantiated (Command Discipline B),No,Command Discipline - A (Vacation: 3 days)
202300125,966924,Substantiated (Command Discipline A),No,No penalty
201111236,896778,,No,Instructions
202404582,973539,Substantiated (Command Discipline B),No,
202307933,974295,Substantiated (Command Discipline A),No,No penalty
202311471,935216,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 1 day)
202304876,955123,Substantiated (Command Discipline A),No,Command Discipline - A
202006162,953046,Substantiated (Charges),Yes,
202105034,956919,Substantiated (Command Discipline A),No,Command Discipline - A
201002999,930943,,No,Instructions
202206358,962518,Substantiated (Command Discipline A),No,No penalty
200907129,945561,,No,Command Discipline - A
201506961,955170,,No,Formalized Training
201007681,938817,,No,Instructions
201907123,965937,,No,Instructions
202400146,972185,Substantiated (Formalized Training),No,Formalized Training
201102711,907114,,No,No penalty
