Complaint_ID,Tax_ID,Board_Discipline_Recommendation,Officer_is_APU,Officer_Penalty
200808038,897264,,No,Vacation: 2 days
201807688,961732,,No,Command Level Instructions
201305062,915098,,Yes,Forfeit vacation 3 days / Formalized Training
201013257,930120,,No,Instructions
200306422,898560,,No,Command Discipline - A
200808337,941678,,No,No penalty
202004343,940916,Substantiated (Formalized Training),No,Formalized Training
201707130,952073,,No,Formalized Training
201706569,944883,,No,Command Discipline - A
200508600,933550,,No,Instructions
201202302,937361,,No,Command Discipline - B
202303213,970218,Substantiated (Charges),Yes,APU - Decision Pending
202305407,963030,Substantiated (Charges),Yes,APU - Decision Pending
201705336,959765,,No,Formalized Training
200506712,900925,,No,Instructions
200511807,929024,,No,
202002167,963798,Substantiated (Charges),Yes,Forfeit vacation 9 days / Command Discipline B
200204793,910505,,No,No penalty
202004861,965118,Substantiated (Command Discipline A),No,No penalty
201401799,950494,,No,Command Discipline - B
201303440,948947,,Yes,Instructions
202000492,963815,Substantiated (Formalized Training),No,No penalty
202306195,961593,Substantiated (Formalized Training),No,Formalized Training
202206451,967473,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 5 days)
201013820,929254,,No,Command Discipline - B
200612534,937425,,No,Instructions
200509405,924970,,No,Instructions
200304776,925408,,No,No penalty
200305252,901671,,No,W&A (Verbally) / Instructions
202206821,940478,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 5 days)
201310243,940609,,No,Command Discipline - A
202307307,970439,Substantiated (Command Discipline B),No,No penalty
201406773,932932,,Yes,Forfeit vacation 25 days
202308292,965929,Substantiated (Charges),Yes,APU - Decision Pending
200008040,892278,,No,Instructions
201508994,936281,,No,Instructions
200701549,919546,,No,
202100617,963771,Substantiated (Charges),Yes,Forfeit vacation 10 days / Command Discipline B
200306668,926777,,No,No penalty
201803727,949417,,No,Command Discipline - A
201600638,937327,,No,Formalized Training
202306149,968690,Substantiated (Command Discipline A),No,No penalty
201905329,938656,Substantiated (Command Discipline A),No,Command Discipline - A
202400496,954664,Substantiated (Command Discipline A),Yes,APU - Decision Pending
202003354,959317,Substantiated (Command Discipline B),No,No penalty
201501960,933784,,No,
200004270,885375,,No,
202304491,951644,Substantiated (Command Discipline B),No,No penalty
200000569,902446,,No,
201902762,955761,,No,Instructions
201705295,947182,,No,Instructions
201904546,958845,,No,Formalized Training
201016728,941926,,No,Instructions
200707195,895749,,No,No penalty
200718572,915578,,No,No penalty
201801705,944886,,No,Command Discipline - A
200504092,900274,,No,
202004123,961209,Substantiated (Command Discipline A),No,Formalized Training
202300424,955270,Substantiated (Command Discipline A),No,No penalty
202303789,951597,Substantiated (Command Discipline B),No,No penalty
200803831,898342,,No,Vacation: 8 days
200500348,933550,,No,Instructions
201904335,961072,,No,Formalized Training
201106433,917037,,No,Command Discipline - B
202206762,967683,Substantiated (Charges),Yes,APU - Decision Pending
200707080,898670,,No,Vacation: 8 days
202105658,969426,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 5 days)
200407307,927917,,No,Instructions
200303410,910010,,No,Command Discipline - A
202004112,960940,Substantiated (Charges),Yes,Forfeit vacation 10 days / Command Discipline B
202310088,967186,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 0.25 days)
202401639,946802,Substantiated (Command Discipline A),No,
202202546,969993,Substantiated (Formalized Training),No,Formalized Training
200404170,932993,,No,Instructions
200205926,910252,,No,
200002050,889625,,No,Vacation: 5 days
201608411,940578,,No,Instructions
202003945,949428,Substantiated (Charges),Yes,
201701649,954114,,No,Formalized Training
200403911,899093,,No,Command Discipline - A
200008075,895466,,No,
201810824,959492,,No,Command Discipline - A
201605421,937350,,No,No penalty
201200925,931969,,No,Instructions
201408320,941065,,No,No penalty
201604671,953617,,No,Formalized Training
201600770,934740,,No,Formalized Training
201204689,936041,,No,Instructions
202312110,969020,Substantiated (Command Discipline A),No,Retired
202002984,964096,Substantiated (Command Discipline A),No,No penalty
202101253,968525,Substantiated (Command Discipline A),No,No penalty
202103414,939761,Substantiated (Command Discipline B),No,No penalty
200202104,896238,,No,Instructions
202306149,965179,Substantiated (Command Discipline A),No,No penalty
201305448,921402,,No,Command Discipline - A
201509976,915329,,No,No penalty
201502116,933908,,No,Formalized Training
201900061,933762,,No,Formalized Training
201703705,938197,,No,Command Discipline - B
202306073,963419,Substantiated (Command Discipline A),No,No penalty
202308239,967725,Substantiated (Formalized Training),No,Formalized Training
201605973,953431,,No,Formalized Training
201204758,945550,,No,Instructions
200409994,914501,,No,Instructions
200309346,905332,,No,Instructions
202304482,969593,Substantiated (Charges),Yes,Forfeit vacation 2 days
200809055,935248,,No,Instructions
201810023,947157,,No,Instructions
202308390,962686,Substantiated (Command Discipline A),Yes,Forfeit vacation 3 days
202306397,970712,Substantiated (Command Discipline A),No,No penalty
201509503,952037,,No,Command Discipline - A
200405179,933203,,No,Command Discipline - A
202200726,963557,Substantiated (Command Discipline B),No,No penalty
200514582,905242,,No,No penalty
202304588,967499,Substantiated (Command Discipline B),No,No penalty
200205489,899574,,No,No penalty
201903401,956314,,No,Instructions
200710383,937940,,No,Command Discipline - B
201502240,923935,,No,
201211337,905238,,No,Command Discipline - B
200206767,913854,,No,No penalty
202107082,969085,Substantiated (Charges),Yes,
202300020,942515,Substantiated (Charges),Yes,APU - Decision Pending
201404339,951424,,No,Command Discipline - A
200303323,907666,,No,Command Discipline - A
201400407,945983,,No,Command Discipline - B
201009477,924993,,No,Instructions
202208480,964719,Substantiated (Charges),Yes,APU - Decision Pending
202311669,973511,Substantiated (Charges),Yes,APU - Decision Pending
202003118,955812,Substantiated (Charges),Yes,
201113929,942967,,No,No penalty
202205867,938619,Substantiated (Formalized Training),No,No penalty
202307088,970985,Substantiated (Command Discipline A),No,No penalty
202311898,969799,Substantiated (Command Discipline A),No,Closed Administratively (Command Discipline - B) / Vacation: 1 day
202305385,945998,Substantiated (Formalized Training),No,No penalty
200409155,918182,,No,Instructions
201909547,930859,Substantiated (Charges),Yes,Formalized Training
201904530,961454,,No,Instructions
201508555,919084,,No,Formalized Training
201806615,964956,,No,Formalized Training
200100452,899534,,No,
200402436,901847,,No,No penalty
201810201,948599,,No,Command Discipline - B
201401420,941054,,Yes,Forfeit vacation 15 days
202200624,958882,Substantiated (Charges),Yes,Forfeit vacation 3 days / Command Discipline A
201008648,919712,,No,Command Discipline - B
200400130,896426,,No,No penalty
202303889,967022,Substantiated (Command Discipline B),No,No penalty
200304450,928543,,No,Command Discipline - A
202003788,948725,Substantiated (Charges),Yes,
201607995,954509,,No,Closed Administratively (No penalty reported)
201207214,935323,,Yes,Forfeit vacation 3 days
201410419,943905,,Yes,
201800251,960033,,No,Command Discipline - B
201501145,950855,,No,Formalized Training
202205140,947874,Substantiated (Formalized Training),No,No penalty
201808894,934715,,No,Instructions
200205162,906515,,No,Command Discipline - A
200401140,903358,,No,Command Discipline - A
202207415,968674,Substantiated (Command Discipline B),No,No penalty
201808991,959362,,No,Instructions
202201566,936208,Substantiated (Charges),Yes,APU - Decision Pending
201903126,957509,,No,No penalty
201214106,930416,,Yes,Forfeit vacation 3 days
202007642,960808,Substantiated (Command Discipline B),No,No penalty
200401875,919057,,No,
201001345,928934,,No,Command Discipline - B
201900625,927673,,No,Command Discipline - A
201508277,949056,,No,No penalty
200307657,916760,,No,No penalty
200514556,889880,,No,
201809482,935169,,No,Formalized Training
202302478,965791,Substantiated (Charges),Yes,APU - Decision Pending
201709949,925771,,Yes,Forfeit vacation 1 days
200401975,911205,,No,No penalty
201704266,945476,,Yes,Forfeit vacation 8 days
201806187,954029,,No,No penalty
200100716,892920,,No,Vacation: 20 days
202306878,972903,Substantiated (Formalized Training),No,No penalty
200403501,929813,,No,
200005253,883441,,No,
202103385,965457,Substantiated (Charges),Yes,Forfeit vacation 20 days
202106607,960263,Substantiated (Command Discipline A),No,Command Discipline - A
202303989,971126,Substantiated (Command Discipline A),No,No penalty
202201091,969387,Substantiated (Formalized Training),No,No penalty
200509908,935225,,No,
201903597,960538,Substantiated (Charges),Yes,
202303582,967479,Substantiated (Command Discipline B),No,No penalty
202102270,961824,Substantiated (Command Discipline A),No,Command Discipline - A
200905170,943976,,No,No penalty
201600660,944028,,No,Command Discipline - A
202300424,967118,Substantiated (Command Discipline A),No,No penalty
202202539,968540,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 5 days)
202309857,948373,Substantiated (Formalized Training),No,Formalized Training
200308837,923230,,No,Command Discipline - A
200406824,917807,,No,No penalty
200203874,889232,,No,Vacation: 20 days
202201745,948662,Substantiated (Command Discipline B),No,No penalty
202004644,964323,,No,Command Discipline - A
202102575,930412,Substantiated (Charges),Yes,APU - Decision Pending
201506191,949640,,No,No penalty
201507651,931728,,No,No penalty
202305603,955244,Substantiated (Formalized Training),No,Formalized Training
201803996,956168,,No,Instructions
202200125,963035,Substantiated (Command Discipline A),No,Closed Administratively
201904012,942490,,No,Formalized Training
202106236,949380,Substantiated (Command Discipline A),No,Command Discipline - A
200404196,919958,,No,Instructions
201410604,911936,,No,No penalty
202207927,949276,Substantiated (Command Discipline A),No,Command Discipline - A
201806661,935159,,No,Formalized Training
202001559,945757,Substantiated (Command Discipline A),No,Command Discipline - A
201307635,942882,,No,Command Discipline - A / Formalized Training
202207561,938037,Substantiated (Charges),Yes,APU - Decision Pending
201702415,939968,,No,Formalized Training
201702102,954245,,No,Formalized Training
202405851,961415,Substantiated (Formalized Training),No,
200208193,894068,,No,Command Discipline - A
202302037,950369,Substantiated (Command Discipline A),No,No penalty
201112726,947943,,No,Instructions
201809895,962711,,Yes,
201910398,943025,Substantiated (Command Discipline A),No,No penalty
200302926,904561,,No,Vacation: 9 days
200306973,909210,,No,Retired
202304997,965783,Substantiated (Command Discipline B),No,No penalty
202307223,961771,Substantiated (Formalized Training),No,
202402975,975991,Substantiated (Command Discipline A),No,
202207838,938362,Substantiated (Command Discipline A),No,Command Discipline - A
202407994,967851,Substantiated (Command Discipline B),No,
202004661,940365,Substantiated (Command Discipline B),No,No penalty
202002455,965324,Substantiated (Charges),Yes,APU - Decision Pending
202300339,960188,Substantiated (Formalized Training),No,No penalty
201806620,957123,,No,Command Discipline - A
202301882,965108,Substantiated (Command Discipline A),No,No penalty
200403295,905516,,No,Command Discipline - B
201305427,932592,,Yes,
202003263,958540,Substantiated (Command Discipline A),No,No penalty
201104299,925243,,No,No penalty
200104371,902827,,No,Vacation: 10 days
200106046,910482,,No,No penalty
202303535,952412,Substantiated (Formalized Training),No,No penalty
201407006,930757,,No,Command Discipline - A
202103746,946332,Substantiated (Command Discipline A),No,Command Discipline - A
201405807,922240,,No,Command Discipline - A
200604187,898419,,No,Instructions
202001407,939379,Substantiated (Command Discipline A),No,Command Discipline - A
201904088,940125,Substantiated (Charges),Yes,Forfeit vacation 6 days
202301937,958327,Substantiated (Command Discipline B),No,No penalty
201101810,945260,,No,No penalty
202300971,960252,Substantiated (Command Discipline A),No,No penalty
201110165,938834,,No,Instructions
201507693,948471,,No,Instructions
201503225,950401,,No,Command Discipline - A / Command Level Instructions
201303165,945448,,No,Instructions
200606538,918564,,No,Vacation: 1 day
202307826,941197,Substantiated (Formalized Training),No,Formalized Training
200301604,902319,,No,Command Discipline - A
200700923,897131,,No,No penalty
202106071,953339,Substantiated (Command Discipline A),No,Command Discipline - A
202309899,948287,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 5 days)
201508599,951854,,No,
201906798,945001,,Yes,Forfeit vacation 10 days
201501278,933554,,No,Formalized Training
202208611,940572,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 1 day)
201901322,959532,,No,Formalized Training
201601712,943769,,No,Instructions
202103804,933001,Substantiated (Charges),Yes,APU - Decision Pending
201705030,957329,,No,No penalty
202307367,935863,Substantiated (Command Discipline A),No,No penalty
202007689,930738,Substantiated (Command Discipline A),No,No penalty
202306024,974086,Substantiated (Command Discipline A),No,No penalty
200917930,938662,,No,Instructions
202400638,972679,Substantiated (Formalized Training),No,
201703065,934465,,No,Closed Administratively (No penalty reported)
202308790,950170,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 0.25 days)
201802913,900703,,No,No penalty
202300688,966089,Substantiated (Charges),Yes,APU - Decision Pending
202106780,945680,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 1 day)
200616823,906107,,No,Instructions
201806951,942726,,No,Instructions
202205441,968202,Substantiated (Command Discipline B),No,No penalty
200306347,918999,,No,Command Discipline - A
202200517,955323,Substantiated (Command Discipline A),No,No penalty
202101477,930323,Substantiated (Command Discipline B),No,Formalized Training
200611915,902652,,No,
201705030,957184,,No,No penalty
201700064,948589,,Yes,
201709884,939796,,No,Instructions
201409498,926556,,No,No penalty
201200220,939852,,No,No penalty
201708643,960850,,No,Formalized Training
202104602,962268,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 1 day)
202304485,965791,Substantiated (Charges),Yes,APU - Decision Pending
202104740,925589,Substantiated (Charges),Yes,Dismissal Probation / Forfeit vacation 40 days
202306857,947598,Substantiated (Formalized Training),No,Formalized Training
201900918,951269,,No,Instructions
201310677,938852,,No,No penalty
202202572,964941,Substantiated (Formalized Training),No,
201600652,933731,,No,
202203080,951815,Substantiated (Charges),Yes,
200512451,931998,,No,Instructions
200003039,897435,,No,
201806938,960490,,No,Formalized Training
202201065,949905,Substantiated (Command Discipline B),No,No penalty
200006479,913928,,No,
201108412,942993,,No,No penalty
201809265,945065,,No,Command Discipline - A
201902457,933762,Substantiated (Charges),Yes,
202300835,937911,Substantiated (Charges),Yes,APU - Decision Pending
200613783,921201,,No,Command Discipline - A
202202744,946970,Substantiated (Command Discipline B),No,No penalty
202207436,967675,Substantiated (Formalized Training),No,Formalized Training
200610674,937742,,No,Command Discipline - B
201501303,933211,,No,Command Discipline - A
200206626,881732,,No,Command Discipline - B
202002937,958970,Substantiated (Command Discipline A),No,No penalty
200804491,922730,,No,Instructions
201905782,950077,,No,Instructions
201501992,906992,,No,Command Discipline - A
201404234,930601,,No,
202003710,942466,Substantiated (Command Discipline A),No,
201009818,940516,,No,Instructions
200717220,918802,,No,Instructions
201901085,935951,,No,Command Discipline - B
200307472,930244,,No,No penalty
201800607,937371,,No,Instructions
202309635,951644,Substantiated (Charges),Yes,APU - Decision Pending
201905646,958453,,No,Command Discipline - A
202305249,963456,Substantiated (Command Discipline A),No,Closed Administratively (Command Discipline - A) / Vacation: 0.25 days
201810106,951228,,No,Closed Administratively (No penalty reported)
202208707,967909,Substantiated (Charges),Yes,
201214350,919270,,No,No penalty
202307817,968801,Substantiated (Formalized Training),No,Formalized Training
202305546,950068,Substantiated (Command Discipline B),No,No penalty
200501063,928685,,No,Instructions
201506103,900141,,Yes,
201507839,953512,,No,Instructions
202008000,964614,Substantiated (Command Discipline B),No,No penalty
202302018,965383,Substantiated (Command Discipline A),No,
200610674,940519,,No,Vacation: 2 days
201402139,937000,,No,Instructions / Formalized Training
202306053,967465,Substantiated (Formalized Training),No,Formalized Training
202203031,954136,Substantiated (Formalized Training),No,Formalized Training
201901757,936827,,No,Instructions
201401016,945212,,No,
201708932,955255,,No,No penalty
200608014,924163,,No,Instructions
200302173,926080,,No,Instructions
201907398,965379,,No,Instructions
201111076,942238,,No,No penalty
200200777,923359,,No,Instructions
202104710,965917,Substantiated (Charges),Yes,
200915236,920668,,No,Instructions
201806785,940475,,No,Formalized Training
200816184,935874,,No,No penalty
200904268,922926,,No,Instructions
202101174,969418,Substantiated (Command Discipline A),No,Command Discipline - A
200504430,921774,,No,Instructions
200205232,921673,,No,Command Discipline - A
200412058,910420,,No,Instructions
201707130,953394,,No,Formalized Training
201905840,954099,,No,Instructions
202305269,973575,Substantiated (Formalized Training),No,Formalized Training
200007314,883254,,No,
202007535,936328,Substantiated (Charges),Yes,APU - Decision Pending
202303590,958643,Substantiated (Charges),Yes,APU - Decision Pending
202002782,966145,Substantiated (Charges),Yes,
201506936,928770,,Yes,Forfeit vacation 10 days
200716653,914294,,No,Vacation: 8 days
202301667,951980,Substantiated (Charges),Yes,Forfeit vacation 5 days
202300796,952090,Substantiated (Formalized Training),No,No penalty
202201283,962212,Substantiated (Formalized Training),No,Formalized Training
202103074,968281,Substantiated (Formalized Training),No,Resigned
200917930,937999,,No,No penalty
202200687,966482,Substantiated (Charges),Yes,Forfeit vacation 10 days
200615552,939164,,No,Command Discipline - A
202004517,939384,Substantiated (Command Discipline B),No,No penalty
200716166,933487,,No,Vacation: 10 days
201212778,914461,,Yes,
202106508,950809,Substantiated (Command Discipline B),No,No penalty
202303501,962085,Substantiated (Formalized Training),No,No penalty
202308733,961842,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 1 day)
201400759,954087,,Yes,Warned and admonished
202101531,967913,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 0.25 days)
202005608,966666,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 0.13 days)
202105125,966455,Substantiated (Command Discipline A),No,No penalty
202307121,954729,Substantiated (Charges),Yes,APU - Decision Pending
201303664,933703,,Yes,Formalized Training
202003429,933762,Substantiated (Charges),Yes,
201602733,933589,,No,Command Discipline - A
202004048,950401,Substantiated (Charges),Yes,
202102766,965405,Substantiated (Command Discipline A),No,Command Discipline - A
200002050,891258,,No,
202404239,947479,Substantiated (Command Discipline B),No,
200100741,895957,,No,
202308675,948652,Substantiated (Charges),Yes,APU - Decision Pending
201116422,916284,,No,Command Discipline - B
200307077,902245,,No,Command Discipline - A
201012259,928133,,No,Instructions
202304213,965901,Substantiated (Charges),Yes,APU - Decision Pending
201116483,938931,,No,No penalty
200301707,895766,,No,No penalty
201105073,934737,,No,Instructions
202002669,957245,Substantiated (Charges),Yes,Forfeit vacation 6 days / Command Discipline B
200402436,925408,,No,Vacation: 10 days
202303451,964266,Substantiated (Formalized Training),No,No penalty
202204283,938863,Substantiated (Command Discipline A),No,No penalty
202107185,933411,Substantiated (Command Discipline A),No,No penalty
202007642,898342,Substantiated (Charges),Yes,
202106494,943685,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 1 day)
201407548,925771,,No,Formalized Training
201908431,933719,,Yes,Forfeit vacation 5 days
201501154,920284,,No,Command Discipline - B
201401090,930593,,Yes,Forfeit vacation 20 days
202204394,967492,Substantiated (Command Discipline A),No,Command Discipline - A
200307606,931130,,No,Command Discipline - A
200107210,903601,,No,
201304015,935284,,Yes,
201501752,905697,,Yes,Forfeit vacation 3 days
200406985,927781,,No,Instructions
202002828,967930,Substantiated (Command Discipline A),No,No penalty
202300377,969936,Substantiated (Formalized Training),No,Formalized Training
201707177,921389,,No,Command Discipline - A
200206843,874916,,No,
201304699,922228,,Yes,Formalized Training
200600337,903648,,No,No penalty
201704022,955761,,No,Command Discipline - A
202300412,941021,Substantiated (Formalized Training),No,Formalized Training
202305262,975270,Substantiated (Command Discipline B),No,No penalty
201501700,948619,,No,Formalized Training
200203731,914187,,No,Vacation: 10 days
202300864,969832,Substantiated (Charges),Yes,APU - Decision Pending
202307203,952920,Substantiated (Command Discipline B),No,No penalty
201901603,926130,,No,Instructions
200304644,917320,,No,No penalty
202208462,960272,Substantiated (Command Discipline B),No,No penalty
201802044,963437,,No,No penalty
201900192,960595,,No,Formalized Training
201304352,950599,,No,Instructions
200902556,947300,,No,Instructions
202403071,968390,Substantiated (Command Discipline A),No,Command Discipline - A
200303190,915921,,No,No penalty
200410311,887793,,No,Retired
201809767,960076,,No,Instructions
202003435,954820,Substantiated (Command Discipline B),No,No penalty
200800373,930545,,No,Command Discipline - B
202201914,970290,Substantiated (Formalized Training),No,Closed Administratively (Instructions)
201008878,939173,,No,Command Discipline - B
201113755,921949,,No,No penalty
200703392,930184,,No,Vacation: 15 days
200301855,873335,,No,Instructions
201407897,949035,,No,Formalized Training
202300878,943209,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 0.50 days)
200302547,901383,,No,Command Discipline - A
202003747,941854,Substantiated (Command Discipline B),No,No penalty
202003467,960218,,No,Formalized Training
200005518,898626,,No,
202208747,968031,Substantiated (Command Discipline B),No,No penalty
202208092,947587,Substantiated (Command Discipline A),No,Command Discipline - A
202103105,955967,Substantiated (Command Discipline A),No,No penalty
202405375,957496,Substantiated (Command Discipline A),No,
201909264,934257,,No,Formalized Training
202203606,951644,Substantiated (Charges),Yes,APU - Decision Pending
202100409,968069,Substantiated (Charges),Yes,APU - Decision Pending
202300882,966905,Substantiated (Charges),Yes,APU - Decision Pending
202101338,960407,Substantiated (Command Discipline A),No,Command Discipline - A
200404769,904207,,No,Instructions
201410499,938331,,No,Command Discipline - A
202200866,957413,Substantiated (Formalized Training),No,Formalized Training
201906680,946018,Substantiated (Charges),Yes,Forfeit vacation 15 days
202002972,949289,Substantiated (Charges),Yes,Forfeit vacation 3 days / Command Discipline A
202308685,970778,Substantiated (Formalized Training),No,Formalized Training
201604671,947929,,No,No penalty
201304504,930246,,No,Instructions
202305175,945501,Substantiated (Command Discipline A),No,No penalty
201602490,935440,,No,Command Discipline - A
201017328,947762,,No,Instructions
201600493,940038,,No,Formalized Training
202002650,966617,Substantiated (Command Discipline A),No,No penalty
202405171,970621,Substantiated (Charges),Yes,APU - Decision Pending
202308544,958321,Substantiated (Charges),Yes,Forfeit vacation 2 days
200200704,900207,,No,No penalty
201908128,952040,Substantiated (Formalized Training),No,Formalized Training
200611338,922882,,No,Command Discipline - A
201704878,951041,,No,Formalized Training
202302035,966609,Substantiated (Command Discipline B),No,No penalty
202400808,951345,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 1 day)
201403154,950624,,No,Command Discipline - B
201407703,937471,,No,
202300531,961985,Substantiated (Charges),Yes,APU - Decision Pending
202204504,939271,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 5 days)
201108049,942463,,No,Instructions
202400819,973037,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 1 day)
202301104,961554,Substantiated (Command Discipline A),No,No penalty
202005568,945363,Substantiated (Command Discipline A),No,No penalty
201403154,932096,,No,Command Discipline - B
202305402,965418,Substantiated (Command Discipline B),No,No penalty
200207762,911340,,No,Retired
201808163,957891,,No,Formalized Training
202400926,957226,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 1 day) / Formalized Training
201908495,930371,Substantiated (Charges),Yes,Forfeit vacation 18 days
202311544,949957,Substantiated (Command Discipline A),No,Command Discipline - A
201910324,928499,Substantiated (Charges),Yes,Command Discipline A
200507396,918765,,No,Instructions
202305216,971803,Substantiated (Command Discipline A),No,No penalty
201307130,951500,,No,Formalized Training
200104161,902143,,No,Vacation: 30 days
200208031,905294,,No,Command Discipline - A
202107719,942455,Substantiated (Charges),Yes,APU - Decision Pending
202200672,965033,Substantiated (Charges),Yes,Command Discipline B 5 days
202302411,973044,Substantiated (Command Discipline A),No,No penalty
200303525,914827,,No,No penalty
202302537,968845,Substantiated (Charges),Yes,Forfeit vacation 5 days
202300424,946987,Substantiated (Charges),Yes,APU - Decision Pending
200302316,911017,,No,No penalty
201303276,951815,,Yes,Forfeit vacation 2 days
202204897,949193,Substantiated (Command Discipline A),No,Command Discipline - A
201116175,942788,,No,Instructions
200007068,920244,,No,
202309646,939263,Substantiated (Command Discipline B),No,No penalty
202006048,945169,Substantiated (Command Discipline B),No,No penalty
200715485,934130,,No,
202306995,968108,Substantiated (Command Discipline B),No,No penalty
202003710,964372,Substantiated (Charges),Yes,
201901719,944329,,No,Instructions
202002691,938331,Substantiated (Charges),Yes,
202301368,935372,Substantiated (Formalized Training),No,No penalty
201808920,957149,,No,Instructions
200616943,938816,,No,
201308483,939729,,No,Instructions
200914197,944393,,No,Instructions
201901453,939077,,No,Instructions
202002839,959961,Substantiated (Command Discipline A),No,No penalty
201903512,943338,,No,Formalized Training
200406171,903008,,No,Instructions
201508097,903799,,No,Command Discipline - A
202401864,971803,Substantiated (Charges),Yes,APU - Decision Pending
202402246,972700,Substantiated (Formalized Training),No,
201607750,954032,,No,Vacation: 15 days
201304015,942713,,Yes,
200901027,944206,,No,No penalty
202003279,957895,Substantiated (Command Discipline A),No,No penalty
202300094,964303,Substantiated (Command Discipline A),No,No penalty
200505404,898441,,No,Instructions
200402639,889700,,No,Command Discipline - A
201014370,931015,,No,Command Discipline - B
200701813,934001,,No,Instructions
202302186,957891,Substantiated (Command Discipline B),No,No penalty
200107300,924219,,No,Command Discipline - A
202306471,953963,Substantiated (Formalized Training),No,Formalized Training
200302892,916848,,No,Instructions
201906078,925259,,No,Formalized Training
202105205,967286,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 1 day)
200615894,938200,,No,Vacation: 5 days
202405412,967497,Substantiated (Command Discipline A),No,
201908805,966002,,No,Instructions
200300215,926525,,No,Command Discipline - A
202003901,938484,Substantiated (Charges),Yes,APU - Decision Pending
201411788,899334,,Yes,
201909592,954584,,No,Retired
200605897,919486,,No,No penalty
202106268,964689,Substantiated (Command Discipline A),No,Retired
201506489,949390,,No,No penalty
200100755,916938,,No,
202100183,962678,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 3 days)
202101806,960128,Substantiated (Formalized Training),No,Formalized Training
200100745,874837,,No,
202103206,965798,Substantiated (Charges),Yes,Forfeit vacation 10 days / Command Discipline B
202200051,957956,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 1 day)
201604922,937237,,No,Instructions
202003055,960217,Substantiated (Command Discipline A),No,No penalty
200303901,914006,,No,Command Discipline - A
202200362,954697,Substantiated (Charges),Yes,Forfeit vacation 3 days / Command Discipline A
202304491,965903,Substantiated (Command Discipline B),No,No penalty
201800480,950632,,No,Instructions
201210151,891789,,Yes,Instructions
202004061,960733,Substantiated (Command Discipline A),No,No penalty
202207912,961405,Substantiated (Formalized Training),No,Formalized Training
200709742,930906,,No,Command Discipline - B
202306512,969387,Substantiated (Command Discipline A),No,No penalty
202404752,958000,Substantiated (Command Discipline B),No,
201610231,945635,,No,Formalized Training
202105528,964707,Substantiated (Command Discipline B),Yes,APU - Decision Pending
200306653,906539,,No,No penalty
200305474,903205,,No,Command Discipline - A
200106902,900539,,No,Command Discipline - B
201210151,944518,,Yes,Formalized Training
201004720,921622,,No,Instructions
202304930,950837,Substantiated (Formalized Training),No,Formalized Training
202206486,954705,Substantiated (Command Discipline B),No,No penalty
202305076,965064,Substantiated (Charges),Yes,APU - Decision Pending
202311871,969602,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 1 day)
200307161,884890,,No,Command Discipline - B
202400850,967409,Substantiated (Formalized Training),No,
200902231,934442,,No,Command Discipline - A
201407298,935372,,No,Vacation: 25 days
200300963,904090,,No,Vacation: 15 days
201704581,940784,,No,Instructions
201806550,960864,,Yes,
202200570,940990,Substantiated (Command Discipline B),No,No penalty
200205554,883231,,No,Command Discipline - A
201400211,915213,,No,Instructions
200601591,920378,,No,Command Discipline - A
201506867,905302,,No,Command Discipline - A
201310095,953018,,No,Instructions
202305996,975049,Substantiated (Command Discipline A),No,No penalty
201201037,948830,,No,Command Discipline - B
200002041,898298,,No,
202002456,946143,Substantiated (Charges),Yes,Forfeit vacation 30 days
200307906,927992,,No,Instructions
201405284,944868,,Yes,Forfeit vacation 5 days
201910396,959090,,No,Formalized Training
201601011,944657,,No,No penalty
201609123,953542,,No,Command Discipline - A
201007012,946953,,No,Instructions
201709144,957371,,No,Command Discipline - A
201806306,954037,,No,Formalized Training
201308377,911303,,Yes,
202400223,974518,Substantiated (Formalized Training),No,
201111996,940918,,No,Instructions
202003048,951488,Substantiated (Command Discipline B),No,No penalty
202001602,958809,Substantiated (Charges),Yes,APU - Decision Pending
202305084,964556,Substantiated (Command Discipline A),No,No penalty
202307436,970504,Substantiated (Command Discipline A),No,No penalty
202106346,946375,Substantiated (Charges),Yes,APU - Decision Pending
